municipio,uf,lat,lon,fonte,score,eco_score,soc_score,env_score,data_completeness,rank
ALTAMIRA,PA,-5.023673676666667,-53.00614857,H2 Verde,0.5955,0.8109,0.2041,0.6999,1.0,1
ARAPORA,MG,-18.432366655,-49.15421691,Solar,0.5328,0.722,0.2207,0.5925,1.0,1
JANAUBA,MG,-15.898611758437498,-43.46858296916667,Solar,0.5158,0.729,0.1538,0.5935,1.0,1
SAO PAULO,SP,-23.327180273955555,-46.23073796231111,H2 Verde,0.5041,0.3668,0.8081,0.3833,1.0,1
TUCURUI,PA,-3.86946570517934,-49.792045395078915,H2 Verde,0.5037,0.7304,0.126,0.5792,1.0,1
SARZEDO,MG,-20.034535,-44.14586694,Solar,0.5025,0.3334,0.2305,1.0,0.875,1
SARZEDO,MG,-20.034535,-44.14586694,Eolica,0.5025,0.3334,0.2305,1.0,0.875,1
SANTA JULIANA,MG,-19.30230967,-47.46403455,Eolica,0.501,0.3358,0.2223,1.0,0.875,1
SANTA JULIANA,MG,-19.30230967,-47.46403455,Solar,0.501,0.3358,0.2223,1.0,0.875,1
PARACATU,MG,-17.20573228102564,-46.89370004435897,Solar,0.4989,0.7006,0.1684,0.5603,1.0,1
ARINOS,MG,-15.693600048230088,-46.00278102707964,Solar,0.4988,0.7169,0.1317,0.5753,1.0,1
JAIBA,MG,-15.351232854814816,-43.72723194944444,Solar,0.4985,0.6981,0.1673,0.5635,1.0,1
ITURAMA,MG,-19.745739917999998,-50.294712518,Solar,0.498,0.6991,0.1657,0.562,1.0,1
FOZ DO IGUACU,PR,-25.517906576666665,-54.55351852333333,Solar,0.4975,0.7209,0.1791,0.5179,1.0,1
FRONTEIRA,MG,-20.30332534,-49.20185046,Solar,0.4966,0.7088,0.1464,0.564,1.0,1
SAO JOAO BATISTA DO GLORIA,MG,-20.66920345,-46.31825382,Solar,0.4965,0.7027,0.164,0.554,1.0,1
SAO JOSE DA LAPA,MG,-19.70111111,-43.95555556,Eolica,0.4961,0.3333,0.2091,1.0,0.875,1
SAO JOSE DA LAPA,MG,-19.70111111,-43.95555556,Solar,0.4961,0.3333,0.2091,1.0,0.875,1
DELTA,MG,-19.950396904999998,-47.82496964,Solar,0.4958,0.3364,0.2042,1.0,0.875,1
DELTA,MG,-19.950396904999998,-47.82496964,Eolica,0.4958,0.3364,0.2042,1.0,0.875,1
LIMEIRA DO OESTE,MG,-19.3639728825,-50.7042379025,Eolica,0.4937,0.3367,0.1968,1.0,0.875,1
UBERABA,MG,-19.700136639310347,-47.961675431034486,Solar,0.4921,0.3386,0.1889,1.0,0.875,1
UBERABA,MG,-19.700136639310347,-47.961675431034486,Eolica,0.4921,0.3386,0.1889,1.0,0.875,1
CONCEICAO DAS ALAGOAS,MG,-19.9799,-48.2645,Eolica,0.4915,0.335,0.1916,1.0,0.875,1
CONCEICAO DAS ALAGOAS,MG,-19.9799,-48.2645,Solar,0.4915,0.335,0.1916,1.0,0.875,1
CAMPO FLORIDO,MG,-19.809037595,-48.727535415,Solar,0.4914,0.3351,0.1911,1.0,0.875,1
CAMPO FLORIDO,MG,-19.809037595,-48.727535415,Eolica,0.4914,0.3351,0.1911,1.0,0.875,1
CONFINS,MG,-19.63712078,-43.962479,Eolica,0.4911,0.3334,0.1923,1.0,0.875,1
CONFINS,MG,-19.63712078,-43.962479,Solar,0.4911,0.3334,0.1923,1.0,0.875,1
PIRAJUBA,MG,-19.95935386,-48.69663805,Eolica,0.4888,0.3359,0.1815,1.0,0.875,1
PIRAJUBA,MG,-19.95935386,-48.69663805,Solar,0.4888,0.3359,0.1815,1.0,0.875,1
PRUDENTE DE MORAIS,MG,-19.46738079,-44.15820236,Solar,0.4885,0.3334,0.1837,1.0,0.875,1
PRUDENTE DE MORAIS,MG,-19.46738079,-44.15820236,Eolica,0.4885,0.3334,0.1837,1.0,0.875,1
PATOS DE MINAS,MG,-18.58993515777778,-46.51657989333333,Solar,0.4869,0.3335,0.1785,1.0,0.875,1
PATOS DE MINAS,MG,-18.58993515777778,-46.51657989333333,Eolica,0.4869,0.3335,0.1785,1.0,0.875,1
RIBEIRAO DAS NEVES,MG,-19.800822263333334,-44.06813494666667,Solar,0.486,0.3334,0.1754,1.0,0.875,1
RIBEIRAO DAS NEVES,MG,-19.800822263333334,-44.06813494666667,Eolica,0.486,0.3334,0.1754,1.0,0.875,1
DELFINOPOLIS,MG,-20.28626109,-47.06438589,Solar,0.4857,0.6808,0.19,0.5211,1.0,1
BRUMADINHO,MG,-20.116255115,-44.215086355,Solar,0.4855,0.3335,0.1738,1.0,0.875,1
BRUMADINHO,MG,-20.116255115,-44.215086355,Eolica,0.4855,0.3335,0.1738,1.0,0.875,1
LAVRAS,MG,-21.25156075,-44.98800315,Eolica,0.4855,0.3334,0.1738,1.0,0.875,1
LAVRAS,MG,-21.25156075,-44.98800315,Solar,0.4855,0.3334,0.1738,1.0,0.875,1
BELO VALE,MG,-20.44583333,-43.9325,Solar,0.4849,0.3334,0.1717,1.0,0.875,1
BELO VALE,MG,-20.44583333,-43.9325,Eolica,0.4849,0.3334,0.1717,1.0,0.875,1
TIROS,MG,-18.99598197,-45.95738221,Solar,0.4847,0.3334,0.1711,1.0,0.875,1
TIROS,MG,-18.99598197,-45.95738221,Eolica,0.4847,0.3334,0.1711,1.0,0.875,1
ARCOS,MG,-20.285006256666666,-45.567248346666666,Eolica,0.4846,0.3334,0.1708,1.0,0.875,1
ARCOS,MG,-20.285006256666666,-45.567248346666666,Solar,0.4846,0.3334,0.1708,1.0,0.875,1
LAGOA DA PRATA,MG,-20.04878928,-45.539523585,Eolica,0.4846,0.3359,0.1677,1.0,0.875,1
LAGOA DA PRATA,MG,-20.04878928,-45.539523585,Solar,0.4846,0.3359,0.1677,1.0,0.875,1
FRUTAL,MG,-19.983153751666666,-49.03356230833333,Solar,0.4842,0.3384,0.1629,1.0,0.875,1
FRUTAL,MG,-19.983153751666666,-49.03356230833333,Eolica,0.4842,0.3384,0.1629,1.0,0.875,1
SERRA DO SALITRE,MG,-19.06444801,-46.72980199,Solar,0.4836,0.3342,0.1662,1.0,0.875,1
OURO BRANCO,MG,-20.5246084,-43.67546915,Solar,0.4836,0.3364,0.1636,1.0,0.875,1
SERRA DO SALITRE,MG,-19.06444801,-46.72980199,Eolica,0.4836,0.3342,0.1662,1.0,0.875,1
OURO BRANCO,MG,-20.5246084,-43.67546915,Eolica,0.4836,0.3364,0.1636,1.0,0.875,1
ITAGUARA,MG,-20.38138891,-44.48444452,Solar,0.4832,0.3333,0.1661,1.0,0.875,1
ITAGUARA,MG,-20.38138891,-44.48444452,Eolica,0.4832,0.3333,0.1661,1.0,0.875,1
SANTA LUZIA,MG,-19.76761695,-43.85000694,Solar,0.483,0.3333,0.1654,1.0,0.875,1
SANTA LUZIA,MG,-19.76761695,-43.85000694,Eolica,0.483,0.3333,0.1654,1.0,0.875,1
SAO SEBASTIAO DO PARAISO,MG,-20.91128102,-46.99208719,Solar,0.4829,0.3334,0.1652,1.0,0.875,1
SAO SEBASTIAO DO PARAISO,MG,-20.91128102,-46.99208719,Eolica,0.4829,0.3334,0.1652,1.0,0.875,1
MATOZINHOS,MG,-19.552405122499998,-44.07805027,Solar,0.4828,0.3334,0.1648,1.0,0.875,1
MATOZINHOS,MG,-19.552405122499998,-44.07805027,Eolica,0.4828,0.3334,0.1648,1.0,0.875,1
MARTINHO CAMPOS,MG,-19.36769435,-45.26982094,Solar,0.4826,0.3333,0.1643,1.0,0.875,1
MARTINHO CAMPOS,MG,-19.36769435,-45.26982094,Eolica,0.4826,0.3333,0.1643,1.0,0.875,1
CONGONHAS,MG,-20.50321137,-43.91684278,Solar,0.4824,0.3334,0.1634,1.0,0.875,1
CONGONHAS,MG,-20.50321137,-43.91684278,Eolica,0.4824,0.3334,0.1634,1.0,0.875,1
PIRAPORA,MG,-17.369890035294116,-44.887712044705886,Solar,0.4823,0.6908,0.15,0.5366,1.0,1
PRATA,MG,-19.29862078,-48.927979,Solar,0.482,0.3333,0.1624,1.0,0.875,1
PRATA,MG,-19.29862078,-48.927979,Eolica,0.482,0.3333,0.1624,1.0,0.875,1
NOVA PONTE,MG,-19.31395766,-47.711955245,Solar,0.4808,0.6818,0.171,0.5227,1.0,1
DIVINO,MG,-20.14183333,-44.90594444,Solar,0.4807,0.3334,0.1578,1.0,0.875,1
DIVINO,MG,-20.14183333,-44.90594444,Eolica,0.4807,0.3334,0.1578,1.0,0.875,1
ALFENAS,MG,-21.428471805,-45.945255275,Solar,0.4807,0.3334,0.1579,1.0,0.875,1
ALFENAS,MG,-21.428471805,-45.945255275,Eolica,0.4807,0.3334,0.1579,1.0,0.875,1
SANTA RITA DO SAPUCAI,MG,-22.24861111,-45.70398806,Eolica,0.4806,0.3333,0.1574,1.0,0.875,1
SANTA RITA DO SAPUCAI,MG,-22.24861111,-45.70398806,Solar,0.4806,0.3333,0.1574,1.0,0.875,1
POMPEU,MG,-19.251694,-44.984972,Solar,0.4803,0.3349,0.1547,1.0,0.875,1
POMPEU,MG,-19.251694,-44.984972,Eolica,0.4803,0.3349,0.1547,1.0,0.875,1
PEDRO LEOPOLDO,MG,-19.628472225000003,-44.027777779999994,Eolica,0.4801,0.3334,0.1556,1.0,0.875,1
PEDRO LEOPOLDO,MG,-19.628472225000003,-44.027777779999994,Solar,0.4801,0.3334,0.1556,1.0,0.875,1
SAO JOAO DO PARAISO,MG,-15.30908617,-41.93951117,Solar,0.48,0.3334,0.1554,1.0,0.875,1
SAO JOAO DO PARAISO,MG,-15.30908617,-41.93951117,Eolica,0.48,0.3334,0.1554,1.0,0.875,1
TUPACIGUARA,MG,-18.7159580725,-48.628396297500004,Solar,0.4798,0.336,0.1511,1.0,0.875,1
TUPACIGUARA,MG,-18.7159580725,-48.628396297500004,Eolica,0.4798,0.336,0.1511,1.0,0.875,1
PARAOPEBA,MG,-19.17861111,-44.50609011,Eolica,0.4797,0.3333,0.1547,1.0,0.875,1
PARAOPEBA,MG,-19.17861111,-44.50609011,Solar,0.4797,0.3333,0.1547,1.0,0.875,1
SANTANA DO RIACHO,MG,-19.213765445,-43.63873762,Solar,0.4795,0.667,0.2085,0.5005,1.0,1
CORREGO FUNDO,MG,-20.38874676,-45.506165195,Solar,0.4789,0.3334,0.1518,1.0,0.875,1
CORREGO FUNDO,MG,-20.38874676,-45.506165195,Eolica,0.4789,0.3334,0.1518,1.0,0.875,1
MADRE DE DEUS DE MINAS,MG,-21.47732194,-44.34088611,Solar,0.4789,0.3333,0.1518,1.0,0.875,1
MADRE DE DEUS DE MINAS,MG,-21.47732194,-44.34088611,Eolica,0.4789,0.3333,0.1518,1.0,0.875,1
PITANGUI,MG,-19.6923894,-44.91620369,Eolica,0.4788,0.3336,0.1513,1.0,0.875,1
PITANGUI,MG,-19.6923894,-44.91620369,Solar,0.4788,0.3336,0.1513,1.0,0.875,1
ITABIRA,MG,-19.62388889,-43.22166667,Eolica,0.4786,0.3333,0.151,1.0,0.875,1
ITABIRA,MG,-19.62388889,-43.22166667,Solar,0.4786,0.3333,0.151,1.0,0.875,1
PATROCINIO DO MURIAE,MG,-21.15484456,-42.21301898,Solar,0.4785,0.3333,0.1505,1.0,0.875,1
PATROCINIO DO MURIAE,MG,-21.15484456,-42.21301898,Eolica,0.4785,0.3333,0.1505,1.0,0.875,1
MONTE CARMELO,MG,-18.733754299999998,-47.49727876666666,Solar,0.4782,0.3334,0.1494,1.0,0.875,1
MONTE CARMELO,MG,-18.733754299999998,-47.49727876666666,Eolica,0.4782,0.3334,0.1494,1.0,0.875,1
BAMBUI,MG,-20.08634889,-46.042039455,Solar,0.478,0.335,0.1467,1.0,0.875,1
BAMBUI,MG,-20.08634889,-46.042039455,Eolica,0.478,0.335,0.1467,1.0,0.875,1
BELO ORIENTE,MG,-19.21600967,-42.47453455,Eolica,0.4778,0.3363,0.1442,1.0,0.875,1
BELO ORIENTE,MG,-19.21600967,-42.47453455,Solar,0.4778,0.3363,0.1442,1.0,0.875,1
GUAXUPE,MG,-21.32694444,-46.7425,Solar,0.4776,0.3334,0.1473,1.0,0.875,1
GUAXUPE,MG,-21.32694444,-46.7425,Eolica,0.4776,0.3334,0.1473,1.0,0.875,1
UBA,MG,-21.14944444,-42.93888889,Eolica,0.4771,0.3333,0.1458,1.0,0.875,1
UBA,MG,-21.14944444,-42.93888889,Solar,0.4771,0.3333,0.1458,1.0,0.875,1
TRES PONTAS,MG,-21.37215797,-45.38637279666667,Solar,0.477,0.3334,0.1456,1.0,0.875,1
TRES PONTAS,MG,-21.37215797,-45.38637279666667,Eolica,0.477,0.3334,0.1456,1.0,0.875,1
JAGUARACU,MG,-19.64500967,-42.74053455,Solar,0.477,0.3334,0.1455,1.0,0.875,1
JAGUARACU,MG,-19.64500967,-42.74053455,Eolica,0.477,0.3334,0.1455,1.0,0.875,1
URUCANIA,MG,-20.30130878,-42.69056232,Solar,0.4768,0.3334,0.1449,1.0,0.875,1
URUCANIA,MG,-20.30130878,-42.69056232,Eolica,0.4768,0.3334,0.1449,1.0,0.875,1
CONQUISTA,MG,-20.01672593,-47.61586809,Eolica,0.4765,0.3334,0.1436,1.0,0.875,1
IPABA,MG,-19.41325111,-42.41816611,Solar,0.4765,0.3333,0.1438,1.0,0.875,1
IPABA,MG,-19.41325111,-42.41816611,Eolica,0.4765,0.3333,0.1438,1.0,0.875,1
PEDRA AZUL,MG,-15.89032128,-41.0510361,Solar,0.4765,0.3334,0.1438,1.0,0.875,1
PEDRA AZUL,MG,-15.89032128,-41.0510361,Eolica,0.4765,0.3334,0.1438,1.0,0.875,1
CONQUISTA,MG,-20.01672593,-47.61586809,Solar,0.4765,0.3334,0.1436,1.0,0.875,1
CORONEL FABRICIANO,MG,-19.51930555,-42.627499994999994,Eolica,0.4763,0.3334,0.1431,1.0,0.875,1
CORONEL FABRICIANO,MG,-19.51930555,-42.627499994999994,Solar,0.4763,0.3334,0.1431,1.0,0.875,1
OURO FINO,MG,-22.28352389,-46.38008111,Solar,0.4761,0.3333,0.1425,1.0,0.875,1
OURO FINO,MG,-22.28352389,-46.38008111,Eolica,0.4761,0.3333,0.1425,1.0,0.875,1
CAMPO BELO,MG,-20.895583334999998,-45.269722220000006,Eolica,0.4761,0.3334,0.1425,1.0,0.875,1
CAMPO BELO,MG,-20.895583334999998,-45.269722220000006,Solar,0.4761,0.3334,0.1425,1.0,0.875,1
TIMOTEO,MG,-19.556525070000003,-42.627999296666665,Solar,0.476,0.3334,0.1421,1.0,0.875,1
TIMOTEO,MG,-19.556525070000003,-42.627999296666665,Eolica,0.476,0.3334,0.1421,1.0,0.875,1
GOVERNADOR VALADARES,MG,-18.8492569025,-41.919319045,Solar,0.4756,0.3335,0.1407,1.0,0.875,1
GOVERNADOR VALADARES,MG,-18.8492569025,-41.919319045,Eolica,0.4756,0.3335,0.1407,1.0,0.875,1
ITAPAGIPE,MG,-19.893971495,-49.524132550000004,Eolica,0.4748,0.3335,0.138,1.0,0.875,1
ITAPAGIPE,MG,-19.893971495,-49.524132550000004,Solar,0.4748,0.3335,0.138,1.0,0.875,1
MONTE BELO,MG,-21.38492484,-46.24766547,Solar,0.4746,0.3338,0.1371,1.0,0.875,1
MONTE BELO,MG,-21.38492484,-46.24766547,Eolica,0.4746,0.3338,0.1371,1.0,0.875,1
TAPIRA,MG,-19.88028466,-46.84444566,Eolica,0.4746,0.3334,0.1375,1.0,0.875,1
TAPIRA,MG,-19.88028466,-46.84444566,Solar,0.4746,0.3334,0.1375,1.0,0.875,1
CARNEIRINHO,MG,-19.81176967,-50.77506455,Eolica,0.4744,0.334,0.1361,1.0,0.875,1
CARNEIRINHO,MG,-19.81176967,-50.77506455,Solar,0.4744,0.334,0.1361,1.0,0.875,1
JABOTICATUBAS,MG,-19.386193055,-43.819930555,Solar,0.4737,0.6693,0.1825,0.504,1.0,1
SAO GONCALO DO RIO ABAIXO,MG,-19.85326664,-43.316676425,Solar,0.4736,0.6673,0.188,0.5009,1.0,1
ARAGUARI,MG,-18.669338192857143,-48.20444323142857,Solar,0.473,0.6719,0.1607,0.5202,1.0,1
MACHADO,MG,-21.67576859,-45.91053455,Solar,0.4729,0.3334,0.1317,1.0,0.875,1
VERISSIMO,MG,-19.631411399999998,-48.318888995,Solar,0.4729,0.3335,0.1318,1.0,0.875,1
VERISSIMO,MG,-19.631411399999998,-48.318888995,Eolica,0.4729,0.3335,0.1318,1.0,0.875,1
MACHADO,MG,-21.67576859,-45.91053455,Eolica,0.4729,0.3334,0.1317,1.0,0.875,1
FLORESTAL,MG,-19.85615556,-44.40329444,Solar,0.4727,0.6667,0.1866,0.5,1.0,1
CARMO DA CACHOEIRA,MG,-21.39593911,-45.16385007,Solar,0.4726,0.3333,0.1309,1.0,0.875,1
CARMO DA CACHOEIRA,MG,-21.39593911,-45.16385007,Eolica,0.4726,0.3333,0.1309,1.0,0.875,1
FORMOSO,MG,-15.12572966,-46.14902455,Solar,0.4723,0.3333,0.1299,1.0,0.875,1
FORMOSO,MG,-15.12572966,-46.14902455,Eolica,0.4723,0.3333,0.1299,1.0,0.875,1
CAPINOPOLIS,MG,-18.70194778,-49.686178,Eolica,0.472,0.3348,0.1269,1.0,0.875,1
BELO HORIZONTE,MG,-18.684779829354838,-41.06600822741935,Biometano,0.4719,1.0,0.2385,0.0013,0.625,1
IBIA,MG,-19.475680245,-46.531060749999995,Solar,0.4715,0.3333,0.1271,1.0,0.875,1
REDUTO,MG,-20.27680207,-41.96356798,Solar,0.4715,0.6667,0.1826,0.5,1.0,1
IBIA,MG,-19.475680245,-46.531060749999995,Eolica,0.4715,0.3333,0.1271,1.0,0.875,1
GUIMARANIA,MG,-18.820522680000003,-46.682456975,Solar,0.4714,0.6686,0.1769,0.5029,1.0,1
PLANURA,MG,-20.124167,-48.571944,Solar,0.4713,0.6761,0.1554,0.5142,1.0,1
CATAGUASES,MG,-21.401566076666665,-42.684070633333334,Solar,0.4712,0.3334,0.1263,1.0,0.875,1
CATAGUASES,MG,-21.401566076666665,-42.684070633333334,Eolica,0.4712,0.3334,0.1263,1.0,0.875,1
CARMO DO CAJURU,MG,-20.23865167,-44.75417872,Solar,0.4705,0.6669,0.1787,0.5003,1.0,1
ARAPUA,MG,-19.033855,-46.15459805,Solar,0.4704,0.3334,0.1236,1.0,0.875,1
ARAPUA,MG,-19.033855,-46.15459805,Eolica,0.4704,0.3334,0.1236,1.0,0.875,1
MANHUACU,MG,-20.230407745,-42.0214187825,Solar,0.4704,0.667,0.1779,0.5006,1.0,1
VARZEA DA PALMA,MG,-17.632069134814813,-44.781210353333336,Solar,0.47,0.6853,0.1233,0.5298,1.0,1
IGARATINGA,MG,-19.99395878,-44.69174997,Solar,0.4699,0.6667,0.1774,0.5,1.0,1
TRES MARIAS,MG,-18.201855553333335,-45.14347962666667,Solar,0.4698,0.6784,0.1438,0.5176,1.0,1
MONTES CLAROS,MG,-16.775598192941178,-43.95845184823529,Solar,0.4696,0.6554,0.1878,0.5038,1.0,1
CANAPOLIS,MG,-18.825772296666667,-49.210391146666666,Solar,0.4693,0.3343,0.1185,1.0,0.875,1
CANAPOLIS,MG,-18.825772296666667,-49.210391146666666,Eolica,0.4693,0.3343,0.1185,1.0,0.875,1
PIRANGUCU,MG,-22.60083336,-45.54748278,Solar,0.4692,0.6669,0.1746,0.5003,1.0,1
MARIANA,MG,-20.407719104999998,-43.242599854999995,Solar,0.4687,0.6671,0.1722,0.5007,1.0,1
JECEABA,MG,-20.50666667,-43.98611111,Solar,0.4687,0.6667,0.1731,0.5001,1.0,1
NOVA LIMA,MG,-20.091597226666668,-43.891499038333336,Biometano,0.4685,1.0,0.2272,0.0012,0.625,1
SELVIRIA,SP,-20.38333333,-51.36653361,H2 Verde,0.4682,0.7687,,0.5358,0.625,1
CAMPOS ALTOS,MG,-19.69889611,-46.17371,Solar,0.4677,0.3333,0.1145,1.0,0.875,1
CAMPOS ALTOS,MG,-19.69889611,-46.17371,Eolica,0.4677,0.3333,0.1145,1.0,0.875,1
ERVALIA,MG,-20.90705556,-42.66161111,Solar,0.4674,0.6669,0.1685,0.5003,1.0,1
JACUTINGA,MG,-22.25870389,-46.67596056,Solar,0.4669,0.6667,0.1674,0.5,1.0,1
CAMBUI,MG,-11.28125,-23.044166665,Solar,0.4666,0.6667,0.1663,0.5001,1.0,1
SAO GOTARDO,MG,-19.2601715,-46.074350609999996,Solar,0.4662,0.638,0.2033,0.5,1.0,1
ROSARIO DA LIMEIRA,MG,-21.0139851,-42.46070949,Solar,0.4661,0.6667,0.1648,0.5001,1.0,1
TAQUARACU DE MINAS,MG,-19.64922958,-43.69183871,Solar,0.4661,0.6668,0.1645,0.5001,1.0,1
ITUTINGA,MG,-21.308729319999998,-44.620608454999996,Solar,0.466,0.6696,0.1563,0.5044,1.0,1
SANTA BARBARA DO MONTE VERDE,MG,-22.02851389,-43.748105,Solar,0.4658,0.6668,0.1635,0.5001,1.0,1
UBERLANDIA,MG,-18.967014059375,-48.270769658958336,Biometano,0.4658,1.0,0.2169,0.0026,0.625,1
SALTO DA DIVISA,MG,-18.222748595,-42.538655410000004,Eolica,0.4657,0.3335,0.1077,1.0,0.875,1
SALTO DA DIVISA,MG,-18.222748595,-42.538655410000004,Solar,0.4657,0.3335,0.1077,1.0,0.875,1
AGUAS VERMELHAS,MG,-15.52247511,-41.51111691,Solar,0.4654,0.6667,0.1624,0.5001,1.0,1
CURVELO,MG,-18.816106723333334,-44.54683843,Solar,0.4654,0.6643,0.162,0.5037,1.0,1
LASSANCE,MG,-17.832858355,-44.761343117500004,Solar,0.4652,0.6668,0.1613,0.5002,1.0,1
PERDIZES,MG,-19.408338084999997,-47.343370144999994,Solar,0.4651,0.6503,0.183,0.5001,1.0,1
ASTOLFO DUTRA,MG,-21.30883909,-42.92876564,Solar,0.4648,0.6676,0.1578,0.5014,1.0,1
BONFIM,MG,-20.37632111,-44.19165875,Solar,0.4646,0.6669,0.1591,0.5003,1.0,1
OURO PRETO,MG,-20.47727223,-43.44662222,Solar,0.464,0.6668,0.1575,0.5002,1.0,1
RECREIO,MG,-21.45014185,-42.40463836,Solar,0.4639,0.6678,0.1543,0.5017,1.0,1
SIMONESIA,MG,-19.99861111,-41.99805556,Solar,0.4639,0.6668,0.1571,0.5001,1.0,1
CHALE,MG,-20.01318799,-41.72894881,Solar,0.4637,0.667,0.1557,0.5005,1.0,1
IPANEMA,MG,-19.83280985,-41.80073073,Solar,0.4636,0.6669,0.1559,0.5003,1.0,1
COROMANDEL,MG,-18.442309256666665,-47.015917519999995,Solar,0.4634,0.6685,0.1506,0.5027,1.0,1
MUZAMBINHO,MG,-21.34578813,-46.59176869,Solar,0.4633,0.6667,0.1554,0.5,1.0,1
LIMA DUARTE,MG,-21.85123956,-43.89017665,Solar,0.4629,0.6667,0.154,0.5001,1.0,1
VARGINHA,MG,-21.581377504444443,-45.44940020111111,Solar,0.4626,0.6525,0.1706,0.5014,1.0,1
COROACI,MG,-18.71899192,-42.26287429,Solar,0.4625,0.6669,0.1522,0.5004,1.0,1
PEDRA DO INDAIA,MG,-20.27605811,-45.14919693,Solar,0.4624,0.6667,0.1523,0.5,1.0,1
CARMOPOLIS DE MINAS,MG,-20.53796291,-44.56481802,Solar,0.4622,0.6667,0.1516,0.5001,1.0,1
CORONEL XAVIER CHAVES,MG,-21.05555555,-44.20944445,Solar,0.4621,0.6668,0.151,0.5002,1.0,1
ITAMONTE,MG,-22.23694444,-44.84361111,Solar,0.4621,0.6667,0.1513,0.5,1.0,1
BOM SUCESSO,MG,-21.14294206,-45.03614405,Solar,0.4621,0.672,0.1363,0.508,1.0,1
DIAMANTINA,MG,-18.36289722,-43.95995556,Solar,0.462,0.6676,0.1487,0.5013,1.0,1
MATIAS BARBOSA,MG,-21.84467144,-43.33947619,Solar,0.4619,0.6668,0.1503,0.5002,1.0,1
RIO DOCE,MG,-20.20742219,-42.85499938,Solar,0.4618,0.6708,0.1388,0.5062,1.0,1
ABRE CAMPO,MG,-20.18288989,-42.36562922,Solar,0.4618,0.6671,0.149,0.5007,1.0,1
DURANDE,MG,-20.10611109,-41.771805580000006,Solar,0.4618,0.6667,0.1503,0.5001,1.0,1
MURIAE,MG,-21.060958478,-42.39754465,Solar,0.4614,0.6653,0.1491,0.5019,1.0,1
JOAO MONLEVADE,MG,-19.832500000000003,-43.149305555,Solar,0.4612,0.6555,0.1629,0.5004,1.0,1
CALDAS,MG,-21.86562663,-46.36538868,Solar,0.4611,0.6667,0.1481,0.5,1.0,1
DESCOBERTO,MG,-21.37404851,-42.99378205,Solar,0.461,0.6674,0.1456,0.5011,1.0,1
UNAI,MG,-16.208315875,-46.826181434999995,Solar,0.4609,0.6492,0.1695,0.5012,1.0,1
GUANHAES,MG,-18.84168627,-42.753810765,Solar,0.4608,0.667,0.1461,0.5004,1.0,1
ANTONIO DIAS,MG,-19.62483794,-42.85895077333333,Solar,0.4608,0.6734,0.1278,0.5101,1.0,1
POCO FUNDO,MG,-21.80673056,-46.13504639,Solar,0.4607,0.6676,0.1442,0.5013,1.0,1
MONTE ALEGRE DE MINAS,MG,-18.68833333,-49.00916667,Solar,0.4606,0.6673,0.1447,0.501,1.0,1
PASSA TEMPO,MG,-20.55375,-44.55027778,Solar,0.4606,0.667,0.1458,0.5004,1.0,1
CAMPANHA,MG,-21.92413136,-45.47101121,Solar,0.4604,0.6667,0.1457,0.5001,1.0,1
CABECEIRA GRANDE,MG,-16.19211806,-47.17349278,Solar,0.4604,0.6674,0.1439,0.5011,1.0,1
SALINAS,MG,0.0,0.0,Solar,0.4602,0.6667,0.145,0.5,1.0,1
SERRA DOS AIMORES,MG,-17.83747012,-40.18804968,Solar,0.4599,0.3335,0.0885,1.0,0.875,1
SERRA DOS AIMORES,MG,-17.83747012,-40.18804968,Eolica,0.4599,0.3335,0.0885,1.0,0.875,1
CARATINGA,MG,-19.756808033333332,-42.030457866666666,Solar,0.4596,0.6626,0.1467,0.5018,1.0,1
RIO POMBA,MG,-21.2993535,-43.20857571,Solar,0.4595,0.6668,0.1424,0.5002,1.0,1
CANAA,MG,-20.703395685,-42.66819542,Solar,0.4593,0.6667,0.1419,0.5,1.0,1
CARANDAI,MG,-20.99222222,-43.72527778,Solar,0.4593,0.6667,0.1421,0.5,1.0,1
BORDA DA MATA,MG,-22.31470264,-46.19728121,Solar,0.4592,0.6667,0.1418,0.5,1.0,1
CRISTINA,MG,-22.16218821,-45.27746806,Solar,0.4591,0.6668,0.1412,0.5002,1.0,1
PONTE NOVA,MG,-20.403531775,-42.96332415,Solar,0.4591,0.6668,0.1411,0.5001,1.0,1
LEOPOLDINA,MG,-21.477469194999998,-42.845181260000004,Solar,0.459,0.6676,0.1387,0.5013,1.0,1
ARAXA,MG,-19.619812335000002,-46.959667813571436,Biometano,0.4589,1.0,0.1884,0.008,0.625,1
ALAGOA,MG,-22.23133889,-44.66744167,Solar,0.4589,0.6667,0.1406,0.5001,1.0,1
BARBACENA,MG,-21.25765586,-43.89021583,Solar,0.4588,0.6668,0.14,0.5002,1.0,1
SERRANIA,MG,-21.55280972,-46.111322224999995,Solar,0.4587,0.6667,0.1399,0.5001,1.0,1
SAPUCAI-MIRIM,MG,-22.79771667,-45.81409722,Solar,0.4586,0.6667,0.1398,0.5,1.0,1
CACHOEIRA DA PRATA,MG,-19.52619459,-44.4504453,Solar,0.4586,0.6667,0.1397,0.5,1.0,1
CEDRAL,SP,-20.86722222,-49.23583333,H2 Verde,0.4585,0.6667,0.2566,0.3828,1.0,1
ALPERCATA,MG,-19.02156872,-42.12489562,Solar,0.4584,0.6708,0.1273,0.5062,1.0,1
BAEPENDI,MG,-22.023840325000002,-44.831800387499996,Solar,0.4583,0.6668,0.1384,0.5001,1.0,1
